558,The only place where I feel relaxed is in my own home.,,,,,
559,The people I work with are not sympathetic with my problems.,,,,,
560,I am satisfied with the amount of money I make.,,,,,
561,I usually have enough energy to do my work.,,,,,
562,It is hard for me to accept compliments.,,,,,
563,In most marriages one or both partners are unhappy.,,,,,
564,I almost never lose self-control.,,,,,
565,It takes a great deal of effort for me to remember what people tell me these days.,,,,,
566,When I am sad or blue, it is my work that suffers.,,,,
567,Most married couples don’t show much affection for each other.,,,,,
